transaction_id,timestamp,date,hour,day_of_week,is_weekend,customer_id,sku,sku_name,category,quantity,unit_price,unit_cost,total_amount,gross_margin,payment_channel,is_raining,is_festival,is_ipl_match,current_shelf_stock,supplier_lead_time_h,stockout_within_24h
TX_202509180838_48853,2025-09-18T08:38:19,2025-09-18,8,3,0,user_0285@paytm,DET-SOAP-75,Dettol Original Soap (75g),Personal Care,1,38,33,38,5,Paytm Soundbox QR,1,0,0,36,72,0
TX_202509180839_49170,2025-09-18T08:39:40,2025-09-18,8,3,0,user_1053@paytm,AML-BTR-500,Amul Salted Butter (500g),Dairy,1,275,252,275,23,Paytm Soundbox QR,0,0,0,19,24,0
TX_202509180842_30063,2025-09-18T08:42:35,2025-09-18,8,3,0,user_0752@paytm,AML-BTR-500,Amul Salted Butter (500g),Dairy,1,275,252,275,23,Paytm Soundbox QR,0,0,0,32,24,0
TX_202509180855_38607,2025-09-18T08:55:21,2025-09-18,8,3,0,user_0712@paytm,AML-MK-500,Amul Taaza Toned Milk (500ml),Dairy,1,27,24,27,3,Paytm Soundbox QR,0,0,0,24,4,0
TX_202509180900_18076,2025-09-18T09:00:17,2025-09-18,9,3,0,user_0115@paytm,MAG-NOD-70G,Maggi 2-Minute Masala Noodles (70g),Packaged Goods,2,14,12,28,4,Paytm Soundbox QR,0,0,0,36,24,0
TX_202509180900_27772,2025-09-18T09:00:54,2025-09-18,9,3,0,user_0081@paytm,AML-BTR-500,Amul Salted Butter (500g),Dairy,1,275,252,275,23,Paytm Soundbox QR,0,0,0,53,24,0
TX_202509180902_04916,2025-09-18T09:02:50,2025-09-18,9,3,0,user_0039@paytm,AML-MK-500,Amul Taaza Toned Milk (500ml),Dairy,2,27,24,54,6,Paytm Soundbox QR,0,0,0,19,4,0
TX_202509180904_51454,2025-09-18T09:04:32,2025-09-18,9,3,0,user_0392@paytm,AML-BTR-500,Amul Salted Butter (500g),Dairy,1,275,252,275,23,Paytm Soundbox QR,0,0,0,14,24,0
TX_202509180906_05594,2025-09-18T09:06:38,2025-09-18,9,3,0,user_0804@paytm,AML-MK-500,Amul Taaza Toned Milk (500ml),Dairy,1,27,24,27,3,Paytm Soundbox QR,0,0,0,13,4,0
TX_202509180913_01628,2025-09-18T09:13:59,2025-09-18,9,3,0,user_0309@paytm,AML-BTR-500,Amul Salted Butter (500g),Dairy,1,275,252,275,23,Paytm Soundbox QR,0,0,0,15,24,0
TX_202509180930_49672,2025-09-18T09:30:01,2025-09-18,9,3,0,user_0251@paytm,CLS-PST-150,Colgate Strong Teeth Toothpaste (150g),Personal Care,1,98,86,98,12,Paytm Soundbox QR,0,0,0,7,72,0
TX_202509180938_13498,2025-09-18T09:38:10,2025-09-18,9,3,0,user_0056@paytm,SUR-DET-1KG,Surf Excel Quick Wash Powder (1kg),Home Care,1,145,128,145,17,Paytm Soundbox QR,0,0,0,34,48,0
TX_202509180938_38668,2025-09-18T09:38:36,2025-09-18,9,3,0,user_0902@paytm,AML-BTR-500,Amul Salted Butter (500g),Dairy,1,275,252,275,23,Paytm Soundbox QR,0,0,0,46,24,0
TX_202509180943_50130,2025-09-18T09:43:10,2025-09-18,9,3,0,user_0359@paytm,AML-MK-500,Amul Taaza Toned Milk (500ml),Dairy,1,27,24,27,3,Paytm Soundbox QR,0,0,0,50,4,0
TX_202509180947_45588,2025-09-18T09:47:46,2025-09-18,9,3,0,user_0734@paytm,DET-SOAP-75,Dettol Original Soap (75g),Personal Care,2,38,33,76,10,Paytm Soundbox QR,0,0,0,45,72,0
TX_202509180952_02785,2025-09-18T09:52:53,2025-09-18,9,3,0,user_0681@paytm,TAT-TEA-250,Tata Tea Premium (250g),Beverages,1,140,122,140,18,Paytm Soundbox QR,1,0,0,16,48,0
TX_202509180958_26078,2025-09-18T09:58:04,2025-09-18,9,3,0,user_0858@paytm,TAT-TEA-250,Tata Tea Premium (250g),Beverages,1,140,122,140,18,Paytm Soundbox QR,1,0,0,61,48,0
TX_202509181000_40311,2025-09-18T10:00:31,2025-09-18,10,3,0,user_0158@paytm,ASH-ATT-5KG,Aashirvaad Shudh Chakki Atta (5kg),Staples,1,260,235,260,25,Paytm Soundbox QR,0,0,0,47,48,0
TX_202509181002_47185,2025-09-18T10:02:40,2025-09-18,10,3,0,user_0137@paytm,DET-SOAP-75,Dettol Original Soap (75g),Personal Care,2,38,33,76,10,Paytm Soundbox QR,0,0,0,32,72,0
TX_202509181004_29673,2025-09-18T10:04:01,2025-09-18,10,3,0,user_0379@paytm,ASH-ATT-5KG,Aashirvaad Shudh Chakki Atta (5kg),Staples,1,260,235,260,25,Paytm Soundbox QR,0,0,0,23,48,0
TX_202509181006_13483,2025-09-18T10:06:44,2025-09-18,10,3,0,user_0007@paytm,THU-SDA-750,Thums Up Charged (750ml PET),Beverages,2,40,34,80,12,Paytm Soundbox QR,0,0,0,6,24,0
TX_202509181007_52298,2025-09-18T10:07:16,2025-09-18,10,3,0,user_0180@paytm,CLS-PST-150,Colgate Strong Teeth Toothpaste (150g),Personal Care,2,98,86,196,24,Paytm Soundbox QR,0,0,0,41,72,0
TX_202509181013_05898,2025-09-18T10:13:15,2025-09-18,10,3,0,user_0019@paytm,DET-SOAP-75,Dettol Original Soap (75g),Personal Care,1,38,33,38,5,Paytm Soundbox QR,0,0,0,14,72,0
TX_202509181023_20666,2025-09-18T10:23:01,2025-09-18,10,3,0,user_0134@paytm,AML-MK-500,Amul Taaza Toned Milk (500ml),Dairy,2,27,24,54,6,Paytm Soundbox QR,0,0,0,7,4,0
TX_202509181024_28242,2025-09-18T10:24:02,2025-09-18,10,3,0,user_0702@paytm,SUR-DET-1KG,Surf Excel Quick Wash Powder (1kg),Home Care,1,145,128,145,17,Paytm Soundbox QR,0,0,0,35,48,0
TX_202509181025_02431,2025-09-18T10:25:19,2025-09-18,10,3,0,user_0686@paytm,THU-SDA-750,Thums Up Charged (750ml PET),Beverages,1,40,34,40,6,Paytm Soundbox QR,0,0,0,14,24,0
TX_202509181040_30493,2025-09-18T10:40:33,2025-09-18,10,3,0,user_0092@paytm,FRT-OIL-1L,Fortune Kachi Ghani Mustard Oil (1L),Staples,1,155,138,155,17,Paytm Soundbox QR,0,0,0,57,48,0
TX_202509181046_00401,2025-09-18T10:46:26,2025-09-18,10,3,0,user_1053@paytm,LAY-CHIP-50,Lay's India's Magic Masala (50g),Snacks,1,20,17,20,3,Paytm Soundbox QR,0,0,0,15,24,0
TX_202509181046_25708,2025-09-18T10:46:55,2025-09-18,10,3,0,user_0617@paytm,AML-BTR-500,Amul Salted Butter (500g),Dairy,1,275,252,275,23,Paytm Soundbox QR,0,0,0,23,24,0
TX_202509181048_20423,2025-09-18T10:48:29,2025-09-18,10,3,0,user_0233@paytm,FRT-OIL-1L,Fortune Kachi Ghani Mustard Oil (1L),Staples,1,155,138,155,17,Paytm Soundbox QR,0,0,0,66,48,0
TX_202509181051_29983,2025-09-18T10:51:25,2025-09-18,10,3,0,user_0158@paytm,THU-SDA-750,Thums Up Charged (750ml PET),Beverages,4,40,34,160,24,Paytm Soundbox QR,0,0,0,26,24,0
TX_202509181053_15269,2025-09-18T10:53:20,2025-09-18,10,3,0,user_0796@paytm,THU-SDA-750,Thums Up Charged (750ml PET),Beverages,1,40,34,40,6,Paytm Soundbox QR,0,0,0,13,24,0
TX_202509181053_48476,2025-09-18T10:53:49,2025-09-18,10,3,0,user_0562@paytm,LAY-CHIP-50,Lay's India's Magic Masala (50g),Snacks,2,20,17,40,6,Paytm Soundbox QR,1,0,0,67,24,0
TX_202509181114_36308,2025-09-18T11:14:53,2025-09-18,11,3,0,user_0347@paytm,TAT-TEA-250,Tata Tea Premium (250g),Beverages,1,140,122,140,18,Paytm Soundbox QR,0,0,0,24,48,0
TX_202509181119_51818,2025-09-18T11:19:58,2025-09-18,11,3,0,user_0163@paytm,THU-SDA-750,Thums Up Charged (750ml PET),Beverages,3,40,34,120,18,Paytm Soundbox QR,0,0,0,40,24,0
TX_202509181124_00788,2025-09-18T11:24:57,2025-09-18,11,3,0,user_0076@paytm,BRU-COF-50G,Bru Instant Coffee (50g jar),Beverages,1,115,100,115,15,Paytm Soundbox QR,0,0,0,37,48,0
TX_202509181132_15726,2025-09-18T11:32:56,2025-09-18,11,3,0,user_1199@paytm,SUR-DET-1KG,Surf Excel Quick Wash Powder (1kg),Home Care,1,145,128,145,17,Paytm Soundbox QR,1,0,0,45,48,0
TX_202509181138_38705,2025-09-18T11:38:52,2025-09-18,11,3,0,user_1150@paytm,PRL-PLG-1KG,Parle-G Gold Biscuits (1kg),Packaged Goods,1,90,78,90,12,Paytm Soundbox QR,1,0,0,28,48,0
TX_202509181138_47551,2025-09-18T11:38:57,2025-09-18,11,3,0,user_0209@paytm,MAG-NOD-70G,Maggi 2-Minute Masala Noodles (70g),Packaged Goods,2,14,12,28,4,Paytm Soundbox QR,1,0,0,23,24,0
TX_202509181140_23043,2025-09-18T11:40:00,2025-09-18,11,3,0,user_0007@paytm,PRL-PLG-1KG,Parle-G Gold Biscuits (1kg),Packaged Goods,2,90,78,180,24,Paytm Soundbox QR,0,0,0,58,48,0
TX_202509181141_13070,2025-09-18T11:41:25,2025-09-18,11,3,0,user_0562@paytm,AML-BTR-500,Amul Salted Butter (500g),Dairy,1,275,252,275,23,Paytm Soundbox QR,0,0,0,36,24,0
TX_202509181232_47886,2025-09-18T12:32:25,2025-09-18,12,3,0,user_0201@paytm,AML-MK-500,Amul Taaza Toned Milk (500ml),Dairy,1,27,24,27,3,Paytm Soundbox QR,0,0,0,6,4,0
TX_202509181234_15577,2025-09-18T12:34:36,2025-09-18,12,3,0,user_0104@paytm,LAY-CHIP-50,Lay's India's Magic Masala (50g),Snacks,1,20,17,20,3,Paytm Soundbox QR,1,0,0,32,24,0
TX_202509181308_28127,2025-09-18T13:08:45,2025-09-18,13,3,0,user_0186@paytm,SUR-DET-1KG,Surf Excel Quick Wash Powder (1kg),Home Care,1,145,128,145,17,Paytm Soundbox QR,0,0,0,39,48,0
TX_202509181326_52931,2025-09-18T13:26:52,2025-09-18,13,3,0,user_0229@paytm,TAT-TEA-250,Tata Tea Premium (250g),Beverages,1,140,122,140,18,Paytm Soundbox QR,0,0,0,17,48,0
TX_202509181339_35586,2025-09-18T13:39:50,2025-09-18,13,3,0,user_0411@paytm,TAT-TEA-250,Tata Tea Premium (250g),Beverages,1,140,122,140,18,Paytm Soundbox QR,0,0,0,15,48,0
TX_202509181351_48192,2025-09-18T13:51:15,2025-09-18,13,3,0,user_0024@paytm,MAG-NOD-70G,Maggi 2-Minute Masala Noodles (70g),Packaged Goods,1,14,12,14,2,Paytm Soundbox QR,0,0,0,38,24,0
TX_202509181356_44456,2025-09-18T13:56:59,2025-09-18,13,3,0,user_0869@paytm,DET-SOAP-75,Dettol Original Soap (75g),Personal Care,2,38,33,76,10,Paytm Soundbox QR,0,0,0,44,72,0
TX_202509181406_16241,2025-09-18T14:06:12,2025-09-18,14,3,0,user_0829@paytm,MAG-NOD-70G,Maggi 2-Minute Masala Noodles (70g),Packaged Goods,2,14,12,28,4,Paytm Soundbox QR,1,0,0,16,24,0
TX_202509181414_48185,2025-09-18T14:14:47,2025-09-18,14,3,0,user_0161@paytm,THU-SDA-750,Thums Up Charged (750ml PET),Beverages,1,40,34,40,6,Paytm Soundbox QR,0,0,0,15,24,0
TX_202509181415_33477,2025-09-18T14:15:43,2025-09-18,14,3,0,user_0313@paytm,PRL-PLG-1KG,Parle-G Gold Biscuits (1kg),Packaged Goods,2,90,78,180,24,Paytm Soundbox QR,0,0,0,42,48,0
TX_202509181418_48758,2025-09-18T14:18:45,2025-09-18,14,3,0,user_0320@paytm,TAT-SLT-1KG,Tata Salt Vacuum Evaporated (1kg),Staples,2,28,24,56,8,Paytm Soundbox QR,0,0,0,27,72,0
TX_202509181419_19765,2025-09-18T14:19:10,2025-09-18,14,3,0,user_0135@paytm,MAG-NOD-70G,Maggi 2-Minute Masala Noodles (70g),Packaged Goods,3,14,12,42,6,Paytm Soundbox QR,0,0,0,11,24,0
TX_202509181434_37538,2025-09-18T14:34:27,2025-09-18,14,3,0,user_0157@paytm,AML-MK-500,Amul Taaza Toned Milk (500ml),Dairy,1,27,24,27,3,Paytm Soundbox QR,0,0,0,40,4,0
TX_202509181440_32276,2025-09-18T14:40:56,2025-09-18,14,3,0,user_0552@paytm,DET-SOAP-75,Dettol Original Soap (75g),Personal Care,1,38,33,38,5,Paytm Soundbox QR,0,0,0,7,72,0
TX_202509181502_49197,2025-09-18T15:02:44,2025-09-18,15,3,0,user_0251@paytm,PRL-PLG-1KG,Parle-G Gold Biscuits (1kg),Packaged Goods,1,90,78,90,12,Paytm Soundbox QR,0,0,0,26,48,0
TX_202509181518_08819,2025-09-18T15:18:51,2025-09-18,15,3,0,user_1080@paytm,ASH-ATT-5KG,Aashirvaad Shudh Chakki Atta (5kg),Staples,1,260,235,260,25,Paytm Soundbox QR,0,0,0,57,48,0
TX_202509181531_12187,2025-09-18T15:31:26,2025-09-18,15,3,0,user_1135@paytm,PRL-PLG-1KG,Parle-G Gold Biscuits (1kg),Packaged Goods,4,90,78,360,48,Paytm Soundbox QR,0,0,0,59,48,0
TX_202509181536_06801,2025-09-18T15:36:21,2025-09-18,15,3,0,user_0062@paytm,MDN-CURD-400,Mother Dairy Dahi (400g),Dairy,1,35,31,35,4,Paytm Soundbox QR,1,0,0,11,6,0
TX_202509181541_22275,2025-09-18T15:41:36,2025-09-18,15,3,0,user_0204@paytm,BRU-COF-50G,Bru Instant Coffee (50g jar),Beverages,1,115,100,115,15,Paytm Soundbox QR,0,0,0,59,48,0
TX_202509181545_09341,2025-09-18T15:45:27,2025-09-18,15,3,0,user_0678@paytm,LAY-CHIP-50,Lay's India's Magic Masala (50g),Snacks,1,20,17,20,3,Paytm Soundbox QR,1,0,0,8,24,0
TX_202509181557_33791,2025-09-18T15:57:36,2025-09-18,15,3,0,user_0675@paytm,AML-MK-500,Amul Taaza Toned Milk (500ml),Dairy,2,27,24,54,6,Paytm Soundbox QR,0,0,0,7,4,0
TX_202509181635_13218,2025-09-18T16:35:41,2025-09-18,16,3,0,user_0196@paytm,SUR-DET-1KG,Surf Excel Quick Wash Powder (1kg),Home Care,1,145,128,145,17,Paytm Soundbox QR,0,0,0,54,48,0
TX_202509181644_53752,2025-09-18T16:44:27,2025-09-18,16,3,0,user_0201@paytm,AML-MK-500,Amul Taaza Toned Milk (500ml),Dairy,1,27,24,27,3,Paytm Soundbox QR,0,0,0,45,4,0
TX_202509181649_28612,2025-09-18T16:49:01,2025-09-18,16,3,0,user_0538@paytm,AML-BTR-500,Amul Salted Butter (500g),Dairy,1,275,252,275,23,Paytm Soundbox QR,0,0,0,25,24,0
TX_202509181654_00369,2025-09-18T16:54:47,2025-09-18,16,3,0,user_0136@paytm,MAG-NOD-70G,Maggi 2-Minute Masala Noodles (70g),Packaged Goods,1,14,12,14,2,Paytm Soundbox QR,0,0,0,12,24,0
TX_202509181700_44158,2025-09-18T17:00:40,2025-09-18,17,3,0,user_0230@paytm,TAT-SLT-1KG,Tata Salt Vacuum Evaporated (1kg),Staples,1,28,24,28,4,Paytm Soundbox QR,0,0,0,71,72,0
TX_202509181706_30438,2025-09-18T17:06:50,2025-09-18,17,3,0,user_0131@paytm,MDN-CURD-400,Mother Dairy Dahi (400g),Dairy,2,35,31,70,8,Paytm Soundbox QR,0,0,0,19,6,0
TX_202509181717_50179,2025-09-18T17:17:21,2025-09-18,17,3,0,user_0054@paytm,MAG-NOD-70G,Maggi 2-Minute Masala Noodles (70g),Packaged Goods,2,14,12,28,4,Paytm Soundbox QR,1,0,0,37,24,0
TX_202509181730_08886,2025-09-18T17:30:07,2025-09-18,17,3,0,user_0654@paytm,TAT-TEA-250,Tata Tea Premium (250g),Beverages,1,140,122,140,18,Paytm Soundbox QR,1,0,0,33,48,0
TX_202509181739_00475,2025-09-18T17:39:40,2025-09-18,17,3,0,user_0053@paytm,TAT-SLT-1KG,Tata Salt Vacuum Evaporated (1kg),Staples,2,28,24,56,8,Paytm Soundbox QR,0,0,0,13,72,0
TX_202509181743_06378,2025-09-18T17:43:13,2025-09-18,17,3,0,user_0074@paytm,PRL-PLG-1KG,Parle-G Gold Biscuits (1kg),Packaged Goods,4,90,78,360,48,Paytm Soundbox QR,1,0,0,23,48,0
TX_202509181746_09957,2025-09-18T17:46:39,2025-09-18,17,3,0,user_1015@paytm,MAG-NOD-70G,Maggi 2-Minute Masala Noodles (70g),Packaged Goods,1,14,12,14,2,Paytm Soundbox QR,0,0,0,9,24,0
TX_202509181758_33510,2025-09-18T17:58:44,2025-09-18,17,3,0,user_0230@paytm,AML-MK-500,Amul Taaza Toned Milk (500ml),Dairy,1,27,24,27,3,Paytm Soundbox QR,0,0,0,38,4,0
TX_202509181802_47400,2025-09-18T18:02:41,2025-09-18,18,3,0,user_0404@paytm,TAT-SLT-1KG,Tata Salt Vacuum Evaporated (1kg),Staples,3,28,24,84,12,Paytm Soundbox QR,0,0,0,57,72,0
TX_202509181802_33365,2025-09-18T18:02:43,2025-09-18,18,3,0,user_1161@paytm,MDN-CURD-400,Mother Dairy Dahi (400g),Dairy,1,35,31,35,4,Paytm Soundbox QR,0,0,0,43,6,0
TX_202509181803_10340,2025-09-18T18:03:10,2025-09-18,18,3,0,user_0487@paytm,TAT-TEA-250,Tata Tea Premium (250g),Beverages,1,140,122,140,18,Paytm Soundbox QR,1,0,0,61,48,0
TX_202509181810_35408,2025-09-18T18:10:01,2025-09-18,18,3,0,user_0400@paytm,LAY-CHIP-50,Lay's India's Magic Masala (50g),Snacks,2,20,17,40,6,Paytm Soundbox QR,0,0,0,43,24,0
TX_202509181811_44255,2025-09-18T18:11:57,2025-09-18,18,3,0,user_0668@paytm,TAT-TEA-250,Tata Tea Premium (250g),Beverages,1,140,122,140,18,Paytm Soundbox QR,1,0,0,15,48,0
TX_202509181825_34661,2025-09-18T18:25:04,2025-09-18,18,3,0,user_1012@paytm,AML-BTR-500,Amul Salted Butter (500g),Dairy,1,275,252,275,23,Paytm Soundbox QR,0,0,0,41,24,0
TX_202509181830_12618,2025-09-18T18:30:52,2025-09-18,18,3,0,user_0077@paytm,DET-SOAP-75,Dettol Original Soap (75g),Personal Care,3,38,33,114,15,Paytm Soundbox QR,0,0,0,48,72,0
TX_202509181836_27656,2025-09-18T18:36:01,2025-09-18,18,3,0,user_0330@paytm,DET-SOAP-75,Dettol Original Soap (75g),Personal Care,1,38,33,38,5,Paytm Soundbox QR,0,0,0,41,72,0
TX_202509181839_19050,2025-09-18T18:39:06,2025-09-18,18,3,0,user_0126@paytm,ASH-ATT-5KG,Aashirvaad Shudh Chakki Atta (5kg),Staples,1,260,235,260,25,Paytm Soundbox QR,0,0,0,18,48,0
TX_202509181846_02841,2025-09-18T18:46:38,2025-09-18,18,3,0,user_0029@paytm,MDN-CURD-400,Mother Dairy Dahi (400g),Dairy,2,35,31,70,8,Paytm Soundbox QR,0,0,0,52,6,0
TX_202509181847_50174,2025-09-18T18:47:16,2025-09-18,18,3,0,user_0202@paytm,MAG-NOD-70G,Maggi 2-Minute Masala Noodles (70g),Packaged Goods,3,14,12,42,6,Paytm Soundbox QR,1,0,0,40,24,0
TX_202509181850_05833,2025-09-18T18:50:51,2025-09-18,18,3,0,user_0404@paytm,MDN-CURD-400,Mother Dairy Dahi (400g),Dairy,1,35,31,35,4,Paytm Soundbox QR,0,0,0,71,6,0
TX_202509181857_00989,2025-09-18T18:57:00,2025-09-18,18,3,0,user_0230@paytm,DET-SOAP-75,Dettol Original Soap (75g),Personal Care,2,38,33,76,10,Paytm Soundbox QR,0,0,0,61,72,0
TX_202509181858_40074,2025-09-18T18:58:17,2025-09-18,18,3,0,user_0705@paytm,BRU-COF-50G,Bru Instant Coffee (50g jar),Beverages,1,115,100,115,15,Paytm Soundbox QR,1,0,0,25,48,0
TX_202509181900_09203,2025-09-18T19:00:35,2025-09-18,19,3,0,user_0212@paytm,BRU-COF-50G,Bru Instant Coffee (50g jar),Beverages,1,115,100,115,15,Paytm Soundbox QR,0,0,0,8,48,0
TX_202509181906_29367,2025-09-18T19:06:01,2025-09-18,19,3,0,user_0257@paytm,LAY-CHIP-50,Lay's India's Magic Masala (50g),Snacks,1,20,17,20,3,Paytm Soundbox QR,1,0,0,74,24,0
TX_202509181906_17467,2025-09-18T19:06:40,2025-09-18,19,3,0,user_0162@paytm,THU-SDA-750,Thums Up Charged (750ml PET),Beverages,1,40,34,40,6,Paytm Soundbox QR,0,0,0,47,24,0
TX_202509181908_48668,2025-09-18T19:08:05,2025-09-18,19,3,0,user_0400@paytm,TAT-SLT-1KG,Tata Salt Vacuum Evaporated (1kg),Staples,2,28,24,56,8,Paytm Soundbox QR,0,0,0,37,72,0
TX_202509181914_36262,2025-09-18T19:14:30,2025-09-18,19,3,0,user_0303@paytm,SUR-DET-1KG,Surf Excel Quick Wash Powder (1kg),Home Care,1,145,128,145,17,Paytm Soundbox QR,0,0,0,32,48,0
TX_202509181915_51023,2025-09-18T19:15:14,2025-09-18,19,3,0,user_1186@paytm,THU-SDA-750,Thums Up Charged (750ml PET),Beverages,1,40,34,40,6,Paytm Soundbox QR,0,0,0,53,24,0
TX_202509181915_29221,2025-09-18T19:15:55,2025-09-18,19,3,0,user_0050@paytm,SUR-DET-1KG,Surf Excel Quick Wash Powder (1kg),Home Care,1,145,128,145,17,Paytm Soundbox QR,0,0,0,28,48,0
TX_202509181916_35786,2025-09-18T19:16:33,2025-09-18,19,3,0,user_0163@paytm,MAG-NOD-70G,Maggi 2-Minute Masala Noodles (70g),Packaged Goods,1,14,12,14,2,Paytm Soundbox QR,1,0,0,7,24,0
TX_202509181920_22019,2025-09-18T19:20:41,2025-09-18,19,3,0,user_0123@paytm,MAG-NOD-70G,Maggi 2-Minute Masala Noodles (70g),Packaged Goods,1,14,12,14,2,Paytm Soundbox QR,1,0,0,28,24,0
TX_202509181922_36013,2025-09-18T19:22:11,2025-09-18,19,3,0,user_0715@paytm,CLS-PST-150,Colgate Strong Teeth Toothpaste (150g),Personal Care,1,98,86,98,12,Paytm Soundbox QR,1,0,0,47,72,0
TX_202509181922_43969,2025-09-18T19:22:34,2025-09-18,19,3,0,user_0170@paytm,TAT-TEA-250,Tata Tea Premium (250g),Beverages,1,140,122,140,18,Paytm Soundbox QR,1,0,0,46,48,0
TX_202509181922_16030,2025-09-18T19:22:46,2025-09-18,19,3,0,user_0015@paytm,AML-BTR-500,Amul Salted Butter (500g),Dairy,1,275,252,275,23,Paytm Soundbox QR,0,0,0,40,24,0
